tweet,tweet_cleaning,tweet_casefolding,normalisasi,tokenize,stopword removal,steming_data
Dukung Program Makan Bergizi Gratis untuk generasi sehat dan cerdas! Mari wujudkan masa depan emas Indonesia dengan nutrisi terbaik. Ayo ikut berkontribusi! #DukungMBG #GenerasiSehat #IndonesiaEmas,Dukung Program Makan Bergizi Gratis untuk generasi sehat dan cerdas Mari wujudkan masa depan emas Indonesia dengan nutrisi terbaik Ayo ikut berkontribusi DukungMBG GenerasiSehat IndonesiaEmas,dukung program makan gizi gratis generasi sehat cerdas mari wujud emas indonesia nutrisi baik ayo kontribusi dukungmbg generasisehat indonesiaemas,dukung program makan gizi gratis generasi sehat cerdas mari wujud emas indonesia nutrisi baik ayo kontribusi dukungmbg generasisehat indonesiaemas,"['dukung', 'program', 'makan', 'gizi', 'gratis', 'generasi', 'sehat', 'cerdas', 'mari', 'wujud', 'emas', 'indonesia', 'nutrisi', 'baik', 'ayo', 'kontribusi', 'dukungmbg', 'generasisehat', 'indonesiaemas']","['dukung', 'program', 'makan', 'gizi', 'gratis', 'generasi', 'sehat', 'cerdas', 'mari', 'wujud', 'emas', 'indonesia', 'nutrisi', 'ayo', 'kontribusi', 'dukungmbg', 'generasisehat', 'indonesiaemas']",dukung program makan gizi gratis generasi sehat cerdas mari wujud emas indonesia nutrisi ayo kontribusi dukungmbg generasisehat indonesiaemas
"Bukannya ramping dan efektif, pemerintahan justru menjadi gemuk, boros, dan semakin jauh dari prinsip efisiensi itu sendiri.

Program Makan Bergizi Gratis hanya memperparah keadaan. Alih-alih benar-benar meringankan beban rakyat, program ini justru",Bukannya ramping dan efektif pemerintahan justru menjadi gemuk boros dan semakin jauh dari prinsip efisiensi itu sendiri Program Makan Bergizi Gratis hanya memperparah keadaan Alihalih benarbenar meringankan beban rakyat program ini justru,ramping efektif perintah gemuk boros prinsip efisiensi program makan gizi gratis parah alihalih benarbenar ringan beban rakyat program,ramping efektif perintah gemuk boros prinsip efisiensi program makan gizi gratis parah alihalih benarbenar ringan beban rakyat program,"['ramping', 'efektif', 'perintah', 'gemuk', 'boros', 'prinsip', 'efisiensi', 'program', 'makan', 'gizi', 'gratis', 'parah', 'alihalih', 'benarbenar', 'ringan', 'beban', 'rakyat', 'program']","['ramping', 'efektif', 'perintah', 'gemuk', 'boros', 'prinsip', 'efisiensi', 'program', 'makan', 'gizi', 'gratis', 'parah', 'alihalih', 'benarbenar', 'ringan', 'beban', 'rakyat', 'program']",ramping efektif perintah gemuk boros prinsip efisiensi program makan gizi gratis parah alihalih benarbenar ringan beban rakyat program
Badan Gizi Nasional (BGN) menyatakan Program Sapi Merah Putih yang diluncurkan oleh Kementerian Perencanaan Pembangunan Nasional (PPN)/Bappenas mendukung ketersediaan susu berkualitas dalam Program Makan Bergizi Gratis (MBG).,Badan Gizi Nasional BGN menyatakan Program Sapi Merah Putih yang diluncurkan oleh Kementerian Perencanaan Pembangunan Nasional PPNBappenas mendukung ketersediaan susu berkualitas dalam Program Makan Bergizi Gratis MBG,badan gizi nasional bgn program sapi merah putih luncur menteri rencana bangun nasional ppnbappenas dukung sedia susu kualitas program makan gizi gratis mbg,badan gizi nasional bgn program sapi merah putih luncur menteri rencana bangun nasional ppnbappenas dukung sedia susu kualitas program makan gizi gratis mbak,"['badan', 'gizi', 'nasional', 'bgn', 'program', 'sapi', 'merah', 'putih', 'luncur', 'menteri', 'rencana', 'bangun', 'nasional', 'ppnbappenas', 'dukung', 'sedia', 'susu', 'kualitas', 'program', 'makan', 'gizi', 'gratis', 'mbak']","['badan', 'gizi', 'nasional', 'bgn', 'program', 'sapi', 'merah', 'putih', 'luncur', 'menteri', 'rencana', 'bangun', 'nasional', 'ppnbappenas', 'dukung', 'sedia', 'susu', 'kualitas', 'program', 'makan', 'gizi', 'gratis', 'mbak']",badan gizi nasional bgn program sapi merah putih luncur menteri rencana bangun nasional ppnbappenas dukung sedia susu kualitas program makan gizi gratis mbak
"Makin keren Presiden Prabowo, kebijakan makan bergizi gratis jadi inspirasi daerah-daerah lain",Makin keren Presiden Prabowo kebijakan makan bergizi gratis jadi inspirasi daerahdaerah lain,keren presiden prabowo bijak makan gizi gratis inspirasi daerahdaerah,keren presiden prabowo bijak makan gizi gratis inspirasi daerahdaerah,"['keren', 'presiden', 'prabowo', 'bijak', 'makan', 'gizi', 'gratis', 'inspirasi', 'daerahdaerah']","['keren', 'presiden', 'prabowo', 'bijak', 'makan', 'gizi', 'gratis', 'inspirasi', 'daerahdaerah']",keren presiden prabowo bijak makan gizi gratis inspirasi daerahdaerah
"Diajarin fakta semenjak dini 👍👍
MBG : uang pajak",Diajarin fakta semenjak dini MBG uang pajak,diajarin fakta semenjak mbg uang pajak,diajari fakta semenjak mbak uang pajak,"['diajari', 'fakta', 'semenjak', 'mbak', 'uang', 'pajak']","['diajari', 'fakta', 'semenjak', 'mbak', 'uang', 'pajak']",ajar fakta semenjak mbak uang pajak
"tapi kl bener ada kajian yang betul2 mendalam soal mbg, ada transparansi soal penyedia makanan tiap sekolah plis kasih tau 🙏🏻",tapi kl bener ada kajian yang betul2 mendalam soal mbg ada transparansi soal penyedia makanan tiap sekolah plis kasih tau,kl bener kaji betul2 dalam mbg transparansi sedia makan sekolah plis kasih tau,kalau benar kaji dalam mbak transparansi sedia makan sekolah plis kasih tau,"['kalau', 'benar', 'kaji', 'dalam', 'mbak', 'transparansi', 'sedia', 'makan', 'sekolah', 'plis', 'kasih', 'tau']","['kaji', 'mbak', 'transparansi', 'sedia', 'makan', 'sekolah', 'plis', 'kasih', 'tau']",kaji mbak transparansi sedia makan sekolah plis kasih tau
"It witnessed exceptional demand from investors.

Its token launch created huge market interest, with rapid price gains.

It’s backed by a strategic tokenomics plan, including the ongoing buyback & burn scheme. $MBG và $MVRK",It witnessed exceptional demand from investors Its token launch created huge market interest with rapid price gains Its backed by a strategic tokenomics plan including the ongoing buyback burn scheme MBG và MVRK,it witnessed exceptional demand from investors its token launch created huge market interest with rapid price gains its backed by a strategic tokenomics plan including the ongoing buyback burn scheme mbg v mvrk,itu witnessed exceptional demand from investors its token launch created huge market interest with rapid price gains its backed by a strategic tokenomics plan including the ongoing buyback burn scheme mbak v mvrk,"['itu', 'witnessed', 'exceptional', 'demand', 'from', 'investors', 'its', 'token', 'launch', 'created', 'huge', 'market', 'interest', 'with', 'rapid', 'price', 'gains', 'its', 'backed', 'by', 'a', 'strategic', 'tokenomics', 'plan', 'including', 'the', 'ongoing', 'buyback', 'burn', 'scheme', 'mbak', 'v', 'mvrk']","['witnessed', 'exceptional', 'demand', 'from', 'investors', 'its', 'token', 'launch', 'created', 'huge', 'market', 'interest', 'with', 'rapid', 'price', 'gains', 'its', 'backed', 'by', 'a', 'strategic', 'tokenomics', 'plan', 'including', 'the', 'ongoing', 'buyback', 'burn', 'scheme', 'mbak', 'v', 'mvrk']",witnessed exceptional demand from investors its token launch created huge market interest with rapid price gains its backed by a strategic tokenomics plan including the ongoing buyback burn scheme mbak v mvrk
Hari ini Naju curhat MBG nya telur saos dan tahu mungil2 3 potong. Coba Ibu liat nak? Sudah sy buang Bu.. astaga nak kenapa buang makanan 🤦🏻‍♀️,Hari ini Naju curhat MBG nya telur saos dan tahu mungil2 3 potong Coba Ibu liat nak Sudah sy buang Bu astaga nak kenapa buang makanan,naju curhat mbg nya telur saos mungil2 3 potong coba liat nak sy buang bu astaga nak buang makan,naju curhat mbak ya telur saos mungil2 3 potong coba lihat nak saya buang bu astaga nak buang makan,"['naju', 'curhat', 'mbak', 'ya', 'telur', 'saos', 'mungil2', '3', 'potong', 'coba', 'lihat', 'nak', 'saya', 'buang', 'bu', 'astaga', 'nak', 'buang', 'makan']","['naju', 'curhat', 'mbak', 'ya', 'telur', 'saos', 'mungil2', '3', 'potong', 'coba', 'lihat', 'nak', 'buang', 'bu', 'astaga', 'nak', 'buang', 'makan']",naju curhat mbak ya telur saos mungil2 3 potong coba lihat nak buang bu astaga nak buang makan
Lu percaya gak kalo level eksekusi program MBG yg duitnya gede sampe trilyunan gak ada bocornya? Kalo liat hiatory pelaksanaan project di Indonesia mah gak yakin sih. Kawal ya @KPK_RI @KejaksaanRI,Lu percaya gak kalo level eksekusi program MBG yg duitnya gede sampe trilyunan gak ada bocornya Kalo liat hiatory pelaksanaan project di Indonesia mah gak yakin sih Kawal ya,lu percaya gak kalo level eksekusi program mbg yg duit gede sampe trilyunan gak bocor kalo liat hiatory laksana project indonesia mah gak sih kawal ya,kamu percaya tidak kalau level eksekusi program mbak yang duit gede sampai trilyunan tidak bocor kalau lihat hiatory laksana project indonesia mah tidak sih kawal ya,"['kamu', 'percaya', 'tidak', 'kalau', 'level', 'eksekusi', 'program', 'mbak', 'yang', 'duit', 'gede', 'sampai', 'trilyunan', 'tidak', 'bocor', 'kalau', 'lihat', 'hiatory', 'laksana', 'project', 'indonesia', 'mah', 'tidak', 'sih', 'kawal', 'ya']","['percaya', 'level', 'eksekusi', 'program', 'mbak', 'duit', 'gede', 'trilyunan', 'bocor', 'lihat', 'hiatory', 'laksana', 'project', 'indonesia', 'mah', 'sih', 'kawal', 'ya']",percaya level eksekusi program mbak duit gede trilyunan bocor lihat hiatory laksana project indonesia mah sih kawal ya
MBG nya itu maksa harus ke semua sekolah padahal kalau fokus ke daerah 3T dan sisanya masuk ke anggaran pendidikan malah lebih bagus,MBG nya itu maksa harus ke semua sekolah padahal kalau fokus ke daerah 3T dan sisanya masuk ke anggaran pendidikan malah lebih bagus,mbg nya maksa sekolah fokus daerah 3t sisa masuk anggar didik bagus,mbak ya maksa sekolah fokus daerah 3t sisa masuk anggar didik bagus,"['mbak', 'ya', 'maksa', 'sekolah', 'fokus', 'daerah', '3t', 'sisa', 'masuk', 'anggar', 'didik', 'bagus']","['mbak', 'ya', 'maksa', 'sekolah', 'fokus', 'daerah', '3t', 'sisa', 'masuk', 'anggar', 'didik', 'bagus']",mbak ya maksa sekolah fokus daerah 3t sisa masuk anggar didik bagus
"koperasi ini kalo diusut pola aliran danannya menarik, sayang fokus orang lebih ke MBG",koperasi ini kalo diusut pola aliran danannya menarik sayang fokus orang lebih ke MBG,koperasi kalo usut pola alir dan tarik sayang fokus orang mbg,koperasi kalau usut pola alir dan tarik sayang fokus orang mbak,"['koperasi', 'kalau', 'usut', 'pola', 'alir', 'dan', 'tarik', 'sayang', 'fokus', 'orang', 'mbak']","['koperasi', 'usut', 'pola', 'alir', 'tarik', 'sayang', 'fokus', 'orang', 'mbak']",koperasi usut pola alir tarik sayang fokus orang mbak
Wah nanti gak ada bedanya dgn pemberantasan kemiskinan lewat program MBG bang! 🤣🤭,Wah nanti gak ada bedanya dgn pemberantasan kemiskinan lewat program MBG bang,gak beda dgn berantas miskin program mbg bang,tidak beda dengan berantas miskin program mbak abang,"['tidak', 'beda', 'dengan', 'berantas', 'miskin', 'program', 'mbak', 'abang']","['beda', 'berantas', 'miskin', 'program', 'mbak', 'abang']",beda berantas miskin program mbak abang
Belum ngerasain MBG effect belio,Belum ngerasain MBG effect belio,ngerasain mbg effect belio,merasai mbak effect belio,"['merasai', 'mbak', 'effect', 'belio']","['merasai', 'mbak', 'effect', 'belio']",rasai mbak effect belio
"Sejumlah sekolah di wilayah Kecamatan Lela, Kabupaten Sikka, NTT mendapatkan layanan perdana distribusi Makan Bergizi Gratis (MBG).",Sejumlah sekolah di wilayah Kecamatan Lela Kabupaten Sikka NTT mendapatkan layanan perdana distribusi Makan Bergizi Gratis MBG,sekolah wilayah camat lela kabupaten sikka ntt layan perdana distribusi makan gizi gratis mbg,sekolah wilayah camat lela kabupaten sikka ntt layan perdana distribusi makan gizi gratis mbak,"['sekolah', 'wilayah', 'camat', 'lela', 'kabupaten', 'sikka', 'ntt', 'layan', 'perdana', 'distribusi', 'makan', 'gizi', 'gratis', 'mbak']","['sekolah', 'wilayah', 'camat', 'lela', 'kabupaten', 'sikka', 'ntt', 'layan', 'perdana', 'distribusi', 'makan', 'gizi', 'gratis', 'mbak']",sekolah wilayah camat lela kabupaten sikka ntt layan perdana distribusi makan gizi gratis mbak
Ayo dukung makan bergizi gratis,Ayo dukung makan bergizi gratis,ayo dukung makan gizi gratis,ayo dukung makan gizi gratis,"['ayo', 'dukung', 'makan', 'gizi', 'gratis']","['ayo', 'dukung', 'makan', 'gizi', 'gratis']",ayo dukung makan gizi gratis
Gubernur dan Wagub Kepri Meninjau Langsung Program Makan Bergizi Gratis di Karimun riauchannel.com/gubernur-dan…,Gubernur dan Wagub Kepri Meninjau Langsung Program Makan Bergizi Gratis di Karimun riauchannelcomgubernurdan,gubernur wagub kepri tinjau langsung program makan gizi gratis karimun riauchannelcomgubernurdan,gubernur wagub kepri tinjau langsung program makan gizi gratis karimun riauchannelcomgubernurdan,"['gubernur', 'wagub', 'kepri', 'tinjau', 'langsung', 'program', 'makan', 'gizi', 'gratis', 'karimun', 'riauchannelcomgubernurdan']","['gubernur', 'wagub', 'kepri', 'tinjau', 'langsung', 'program', 'makan', 'gizi', 'gratis', 'karimun', 'riauchannelcomgubernurdan']",gubernur wagub kepri tinjau langsung program makan gizi gratis karimun riauchannelcomgubernurdan
Ayo dukung program makan bergizi gratis,Ayo dukung program makan bergizi gratis,ayo dukung program makan gizi gratis,ayo dukung program makan gizi gratis,"['ayo', 'dukung', 'program', 'makan', 'gizi', 'gratis']","['ayo', 'dukung', 'program', 'makan', 'gizi', 'gratis']",ayo dukung program makan gizi gratis
"Ayo dukung program Makan Bergizi Gratis guna terciptanya generasi Indonesia Emas 2045
#KawalMBG
#IndonesiaEmas2045
#ManfaatMBG
#DukungMBG",Ayo dukung program Makan Bergizi Gratis guna terciptanya generasi Indonesia Emas 2045 KawalMBG IndonesiaEmas2045 ManfaatMBG DukungMBG,ayo dukung program makan gizi gratis cipta generasi indonesia emas 2045 kawalmbg indonesiaemas2045 manfaatmbg dukungmbg,ayo dukung program makan gizi gratis cipta generasi indonesia emas 2045 kawalmbg indonesiaemas2045 manfaatmbg dukungmbg,"['ayo', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'cipta', 'generasi', 'indonesia', 'emas', '2045', 'kawalmbg', 'indonesiaemas2045', 'manfaatmbg', 'dukungmbg']","['ayo', 'dukung', 'program', 'makan', 'gizi', 'gratis', 'cipta', 'generasi', 'indonesia', 'emas', '2045', 'kawalmbg', 'indonesiaemas2045', 'manfaatmbg', 'dukungmbg']",ayo dukung program makan gizi gratis cipta generasi indonesia emas 2045 kawalmbg indonesiaemas2045 manfaatmbg dukungmbg
makan bergizi gratis ini,makan bergizi gratis ini,makan gizi gratis,makan gizi gratis,"['makan', 'gizi', 'gratis']","['makan', 'gizi', 'gratis']",makan gizi gratis
"APBN sempit tapi maksa MBG 300 triliun, gimana ga pusing si ibu menteri. poor her",APBN sempit tapi maksa MBG 300 triliun gimana ga pusing si ibu menteri poor her,apbn sempit maksa mbg 300 triliun gimana ga pusing si menteri poor her,apbn sempit maksa mbak 300 triliun bagaimana tidak pusing sih menteri poor her,"['apbn', 'sempit', 'maksa', 'mbak', '300', 'triliun', 'bagaimana', 'tidak', 'pusing', 'sih', 'menteri', 'poor', 'her']","['apbn', 'sempit', 'maksa', 'mbak', '300', 'triliun', 'pusing', 'sih', 'menteri', 'poor', 'her']",apbn sempit maksa mbak 300 triliun pusing sih menteri poor her
Daily Dose of MBG,Daily Dose of MBG,daily dose of mbg,daily dose of mbak,"['daily', 'dose', 'of', 'mbak']","['daily', 'dose', 'of', 'mbak']",daily dose of mbak
Anying sd keracunan mbg gak tuh 😭,Anying sd keracunan mbg gak tuh,anying sd racun mbg gak tuh,anying sd racun mbak tidak tuh,"['anying', 'sd', 'racun', 'mbak', 'tidak', 'tuh']","['anying', 'sd', 'racun', 'mbak', 'tuh']",anying sd racun mbak tuh
"Dalam sati kelas yg dapat MBG, ada anak prjabat, pengusaha dan org2 kaya. Perhari 10rbx25 harix10 bulan =2,5 jt.
Jadi negara mensubsidi para pejabat, pengusaha, org kaya ..2,5 jt pertahun. Kalo anaknya 2. ..berarti 5 jt pertahun..🤣🤣",Dalam sati kelas yg dapat MBG ada anak prjabat pengusaha dan org2 kaya Perhari 10rbx25 harix10 bulan 25 jt Jadi negara mensubsidi para pejabat pengusaha org kaya 25 jt pertahun Kalo anaknya 2 berarti 5 jt pertahun,sat kelas yg mbg anak prjabat usaha org2 kaya hari 10rbx25 harix10 25 jt negara subsidi jabat usaha org kaya 25 jt tahun kalo anak 2 5 jt tahun,sat kelas yang mbak anak prjabat usaha kayak hari 10rbx25 harix10 25 juta negara subsidi jabat usaha orang kayak 25 juta tahun kalau anak 2 5 juta tahun,"['sat', 'kelas', 'yang', 'mbak', 'anak', 'prjabat', 'usaha', 'kayak', 'hari', '10rbx25', 'harix10', '25', 'juta', 'negara', 'subsidi', 'jabat', 'usaha', 'orang', 'kayak', '25', 'juta', 'tahun', 'kalau', 'anak', '2', '5', 'juta', 'tahun']","['sat', 'kelas', 'mbak', 'anak', 'prjabat', 'usaha', 'kayak', '10rbx25', 'harix10', '25', 'juta', 'negara', 'subsidi', 'jabat', 'usaha', 'orang', 'kayak', '25', 'juta', 'anak', '2', '5', 'juta']",sat kelas mbak anak prjabat usaha kayak 10rbx25 harix10 25 juta negara subsidi jabat usaha orang kayak 25 juta anak 2 5 juta
"Program kalo bagus jangankan dibayar, gratis pun rakyat juga bakal bantu promosiin

Udah tau program MBG banyak masalah, malah fokus bikin ""framing"" pake influencer

Kalopun mau jalan fokuslah ke daerah 3T atau mending duitnya dikasih orangtua siswa biar dimasakin di rumah",Program kalo bagus jangankan dibayar gratis pun rakyat juga bakal bantu promosiin Udah tau program MBG banyak masalah malah fokus bikin framing pake influencer Kalopun mau jalan fokuslah ke daerah 3T atau mending duitnya dikasih orangtua siswa biar dimasakin di rumah,program kalo bagus bayar gratis rakyat bantu promosiin udah tau program mbg fokus bikin framing pake influencer kalo jalan fokus daerah 3t mending duit kasih orangtua siswa biar dimasakin rumah,program kalau bagus bayar gratis rakyat bantu promosiin sudah tau program mbak fokus bikin framing pakai influencer kalau jalan fokus daerah 3t mending duit kasih orangtua siswa biar dimasakin rumah,"['program', 'kalau', 'bagus', 'bayar', 'gratis', 'rakyat', 'bantu', 'promosiin', 'sudah', 'tau', 'program', 'mbak', 'fokus', 'bikin', 'framing', 'pakai', 'influencer', 'kalau', 'jalan', 'fokus', 'daerah', '3t', 'mending', 'duit', 'kasih', 'orangtua', 'siswa', 'biar', 'dimasakin', 'rumah']","['program', 'bagus', 'bayar', 'gratis', 'rakyat', 'bantu', 'promosiin', 'tau', 'program', 'mbak', 'fokus', 'bikin', 'framing', 'pakai', 'influencer', 'jalan', 'fokus', 'daerah', '3t', 'mending', 'duit', 'kasih', 'orangtua', 'siswa', 'biar', 'dimasakin', 'rumah']",program bagus bayar gratis rakyat bantu promosiin tau program mbak fokus bikin framing pakai influencer jalan fokus daerah 3t mending duit kasih orangtua siswa biar dimasakin rumah
Dampak luar biasa MBG udah ngerubah kehidupan 25 juta penerima manfaat Prabowo,Dampak luar biasa MBG udah ngerubah kehidupan 25 juta penerima manfaat Prabowo,dampak mbg udah ngerubah hidup 25 juta terima manfaat prabowo,dampak mbak sudah ngerubah hidup 25 juta terima manfaat prabowo,"['dampak', 'mbak', 'sudah', 'ngerubah', 'hidup', '25', 'juta', 'terima', 'manfaat', 'prabowo']","['dampak', 'mbak', 'ngerubah', 'hidup', '25', 'juta', 'terima', 'manfaat', 'prabowo']",dampak mbak ngerubah hidup 25 juta terima manfaat prabowo
"Setiap anak berhak mendapatkan nutrisi yang cukup untuk tumbuh dan berkembang dengan sehat! Dengan program Makan Bergizi Gratis, kita dapat memastikan bahwa anak-anak mendapatkan makanan bergizi yang mereka butuhkan. #MakanBergiziGratis #AnakSehat #Nutrisi",Setiap anak berhak mendapatkan nutrisi yang cukup untuk tumbuh dan berkembang dengan sehat Dengan program Makan Bergizi Gratis kita dapat memastikan bahwa anakanak mendapatkan makanan bergizi yang mereka butuhkan MakanBergiziGratis AnakSehat Nutrisi,anak hak nutrisi tumbuh kembang sehat program makan gizi gratis anakanak makan gizi butuh makanbergizigratis anaksehat nutrisi,anak hak nutrisi tumbuh kembang sehat program makan gizi gratis anakanak makan gizi butuh makanbergizigratis anaksehat nutrisi,"['anak', 'hak', 'nutrisi', 'tumbuh', 'kembang', 'sehat', 'program', 'makan', 'gizi', 'gratis', 'anakanak', 'makan', 'gizi', 'butuh', 'makanbergizigratis', 'anaksehat', 'nutrisi']","['anak', 'hak', 'nutrisi', 'tumbuh', 'kembang', 'sehat', 'program', 'makan', 'gizi', 'gratis', 'anakanak', 'makan', 'gizi', 'butuh', 'makanbergizigratis', 'anaksehat', 'nutrisi']",anak hak nutrisi tumbuh kembang sehat program makan gizi gratis anakanak makan gizi butuh makanbergizigratis anaksehat nutrisi
